COGS,Date,Margin,Market Size,Market,Product Line,Product Type,Product,Profit,Sales,State,Total Expenses
39,41518,52,Small Market,West,Leaves,Tea,Earl Grey,18,97,Utah,40
24,41518,30,Small Market,West,Leaves,Tea,Green Tea,-19,58,Utah,43
49,41518,71,Small Market,West,Leaves,Herbal Tea,Chamomile,50,128,Utah,37
55,41518,84,Small Market,West,Leaves,Herbal Tea,Lemon,50,148,Utah,50
104,41518,11,Small Market,West,Leaves,Herbal Tea,Mint,-67,123,Utah,56
62,41518,74,Small Market,West,Beans,Coffee,Amaretto,49,145,Utah,41
48,41518,65,Small Market,West,Beans,Coffee,Colombian,33,120,Utah,43
67,41518,83,Small Market,West,Beans,Coffee,Decaf Irish Cream,36,160,Utah,59
32,41518,47,Small Market,West,Beans,Espresso,Caffe Latte,40,84,Utah,20
69,41518,90,Small Market,West,Beans,Espresso,Caffe Mocha,83,169,Utah,34
44,41518,64,Small Market,West,Beans,Espresso,Decaf Espresso,59,115,Utah,24
123,41518,179,Major Market,West,Leaves,Tea,Darjeeling,199,322,California,45
81,41518,118,Major Market,West,Leaves,Tea,Earl Grey,125,212,California,34
60,41518,90,Major Market,West,Leaves,Tea,Green Tea,58,160,California,51
100,41518,145,Major Market,West,Leaves,Herbal Tea,Chamomile,156,261,California,40
251,41518,295,Major Market,West,Leaves,Herbal Tea,Lemon,291,582,California,99
58,41518,74,Major Market,West,Leaves,Herbal Tea,Mint,64,141,California,31
122,41518,-13,Major Market,West,Beans,Coffee,Amaretto,-110,116,California,61
316,41518,474,Major Market,West,Beans,Coffee,Colombian,465,842,California,161
162,41518,-24,Major Market,West,Beans,Coffee,Decaf Irish Cream,-178,147,California,96
249,41518,249,Major Market,West,Beans,Espresso,Caffe Latte,232,531,California,93
121,41518,169,Major Market,West,Beans,Espresso,Caffe Mocha,39,309,California,143
253,41518,336,Major Market,West,Beans,Espresso,Decaf Espresso,326,628,California,116
253,41518,336,Small Market,West,Leaves,Tea,Darjeeling,328,628,Nevada,115
249,41518,249,Small Market,West,Leaves,Tea,Earl Grey,232,531,Nevada,93
302,41518,-302,Small Market,West,Leaves,Tea,Green Tea,-638,20,Nevada,147
121,41518,169,Small Market,West,Leaves,Herbal Tea,Chamomile,39,309,Nevada,143
162,41518,225,Small Market,West,Leaves,Herbal Tea,Lemon,191,412,Nevada,96
122,41518,176,Small Market,West,Leaves,Herbal Tea,Mint,171,318,Nevada,61
40,41518,51,Small Market,West,Beans,Coffee,Colombian,3,97,Nevada,49
33,41518,39,Small Market,West,Beans,Coffee,Decaf Irish Cream,10,77,Nevada,32
0,41518,43,Small Market,West,Beans,Espresso,Caffe Latte,47,46,Nevada,11
19,41518,29,Small Market,West,Beans,Espresso,Caffe Mocha,18,51,Nevada,17
23,41518,35,Small Market,West,Beans,Espresso,Decaf Espresso,25,62,Nevada,18
20,41518,30,Small Market,West,Leaves,Tea,Darjeeling,19,53,Oregon,17
99,41518,150,Small Market,West,Leaves,Tea,Earl Grey,129,265,Oregon,63
96,41518,134,Small Market,West,Leaves,Tea,Green Tea,120,245,Oregon,53
25,41518,36,Small Market,West,Leaves,Herbal Tea,Chamomile,25,65,Oregon,19
61,41518,79,Small Market,West,Leaves,Herbal Tea,Lemon,70,149,Oregon,32
52,41518,74,Small Market,West,Beans,Coffee,Amaretto,-4,134,Oregon,77
57,41518,80,Small Market,West,Beans,Coffee,Colombian,27,146,Oregon,62
43,41518,64,Small Market,West,Beans,Coffee,Decaf Irish Cream,42,114,Oregon,36
45,41518,57,Small Market,West,Beans,Espresso,Caffe Latte,9,109,Oregon,51
53,41518,72,Small Market,West,Beans,Espresso,Caffe Mocha,42,133,Oregon,44
155,41518,155,Small Market,West,Beans,Espresso,Decaf Espresso,129,330,Oregon,68
57,41518,94,Small Market,West,Leaves,Tea,Darjeeling,80,161,Washington,40
46,41518,67,Small Market,West,Leaves,Tea,Earl Grey,46,120,Washington,36
62,41518,87,Small Market,West,Leaves,Tea,Green Tea,3,159,Washington,85
103,41518,155,Small Market,West,Leaves,Herbal Tea,Chamomile,135,275,Washington,64
48,41518,71,Small Market,West,Leaves,Herbal Tea,Lemon,70,127,Washington,24
68,41518,99,Small Market,West,Beans,Coffee,Colombian,83,178,Washington,43
93,41518,130,Small Market,West,Beans,Coffee,Decaf Irish Cream,24,238,Washington,114
33,41518,43,Small Market,West,Beans,Espresso,Caffe Latte,31,81,Washington,22
67,41518,82,Small Market,West,Beans,Espresso,Caffe Mocha,34,159,Washington,59
83,41518,99,Small Market,West,Beans,Espresso,Decaf Espresso,79,194,Washington,46
161,41548,161,Major Market,Central,Leaves,Herbal Tea,Chamomile,137,343,Colorado,69
51,41548,71,Major Market,Central,Leaves,Herbal Tea,Lemon,-7,130,Colorado,76
52,41548,71,Major Market,Central,Leaves,Herbal Tea,Mint,39,131,Colorado,45
54,41548,66,Major Market,Central,Leaves,Tea,Darjeeling,19,128,Colorado,53
54,41548,64,Major Market,Central,Leaves,Tea,Earl Grey,40,126,Colorado,37
90,41548,115,Major Market,Central,Leaves,Tea,Green Tea,110,218,Colorado,41
76,41548,111,Major Market,Central,Beans,Espresso,Caffe Mocha,117,199,Colorado,32
72,41548,110,Major Market,Central,Beans,Espresso,Decaf Espresso,83,194,Colorado,54
123,41548,179,Major Market,Central,Beans,Coffee,Amaretto,197,322,Colorado,46
39,41548,51,Major Market,Central,Beans,Coffee,Colombian,40,96,Colorado,24
108,41548,157,Major Market,Central,Beans,Coffee,Decaf Irish Cream,172,282,Colorado,41
123,41548,179,Major Market,Central,Leaves,Herbal Tea,Chamomile,197,322,Illinois,46
39,41548,51,Major Market,Central,Leaves,Herbal Tea,Lemon,40,96,Illinois,24
108,41548,157,Major Market,Central,Leaves,Herbal Tea,Mint,172,282,Illinois,41
76,41548,111,Major Market,Central,Leaves,Tea,Darjeeling,116,199,Illinois,33
72,41548,110,Major Market,Central,Leaves,Tea,Earl Grey,82,194,Illinois,55
257,41548,341,Major Market,Central,Beans,Espresso,Caffe Mocha,332,637,Illinois,117
239,41548,239,Major Market,Central,Beans,Espresso,Decaf Espresso,221,509,Illinois,90
154,41548,213,Major Market,Central,Beans,Coffee,Colombian,178,391,Illinois,93
122,41548,176,Major Market,Central,Beans,Coffee,Decaf Irish Cream,171,318,Illinois,61
257,41548,341,Small Market,Central,Leaves,Herbal Tea,Chamomile,332,637,Iowa,117
122,41548,176,Small Market,Central,Leaves,Herbal Tea,Lemon,169,318,Iowa,62
239,41548,239,Small Market,Central,Leaves,Tea,Darjeeling,221,509,Iowa,90
255,41548,312,Small Market,Central,Leaves,Tea,Earl Grey,272,604,Iowa,129
23,41548,35,Small Market,Central,Beans,Espresso,Caffe Mocha,27,62,Iowa,17
0,41548,43,Small Market,Central,Beans,Espresso,Decaf Espresso,46,46,Iowa,12
21,41548,31,Small Market,Central,Beans,Coffee,Amaretto,22,55,Iowa,16
31,41548,37,Small Market,Central,Beans,Coffee,Colombian,10,72,Iowa,30
10,41548,13,Small Market,Central,Beans,Coffee,Decaf Irish Cream,-3,25,Iowa,15
45,41548,64,Small Market,Central,Leaves,Herbal Tea,Chamomile,-9,116,Missouri,70
86,41548,23,Small Market,Central,Leaves,Herbal Tea,Lemon,-39,116,Missouri,49
39,41548,53,Small Market,Central,Leaves,Tea,Darjeeling,19,98,Missouri,40
25,41548,31,Small Market,Central,Leaves,Tea,Earl Grey,-16,60,Missouri,42
34,41548,43,Small Market,Central,Leaves,Tea,Green Tea,-4,82,Missouri,46
40,41548,59,Small Market,Central,Beans,Espresso,Caffe Mocha,53,106,Missouri,23
32,41548,47,Small Market,Central,Beans,Espresso,Decaf Espresso,42,84,Missouri,19
79,41548,98,Small Market,Central,Beans,Coffee,Colombian,52,189,Missouri,63
65,41548,77,Small Market,Central,Beans,Coffee,Decaf Irish Cream,52,151,Missouri,42
21,41548,32,Major Market,Central,Leaves,Herbal Tea,Chamomile,24,56,Ohio,16
27,41548,39,Major Market,Central,Leaves,Herbal Tea,Lemon,30,70,Ohio,19
82,41548,123,Major Market,Central,Leaves,Tea,Darjeeling,96,218,Ohio,58
91,41548,127,Major Market,Central,Leaves,Tea,Earl Grey,113,232,Ohio,51
161,41548,161,Major Market,Central,Beans,Espresso,Caffe Mocha,137,343,Ohio,69
54,41548,66,Major Market,Central,Beans,Espresso,Decaf Espresso,18,128,Ohio,54
52,41548,71,Major Market,Central,Beans,Coffee,Amaretto,39,131,Ohio,45
43,41548,64,Major Market,Central,Beans,Coffee,Colombian,42,114,Ohio,36
51,41548,71,Major Market,Central,Beans,Coffee,Decaf Irish Cream,-7,130,Ohio,76
60,41548,99,Small Market,Central,Leaves,Herbal Tea,Chamomile,85,169,Wisconsin,42
48,41548,70,Small Market,Central,Leaves,Herbal Tea,Lemon,67,126,Wisconsin,25
46,41548,67,Small Market,Central,Leaves,Tea,Darjeeling,45,120,Wisconsin,37
60,41548,84,Small Market,Central,Leaves,Tea,Earl Grey,0,153,Wisconsin,84
80,41548,94,Small Market,Central,Beans,Espresso,Caffe Mocha,71,185,Wisconsin,46
22,41548,29,Small Market,Central,Beans,Espresso,Decaf Espresso,15,54,Wisconsin,19
56,41548,70,Small Market,Central,Beans,Coffee,Amaretto,22,134,Wisconsin,55
96,41548,134,Small Market,Central,Beans,Coffee,Colombian,27,245,Wisconsin,116
86,41548,116,Small Market,Central,Beans,Coffee,Decaf Irish Cream,91,215,Wisconsin,55
79,41548,98,Small Market,East,Leaves,Herbal Tea,Lemon,50,189,Connecticut,64
65,41548,77,Small Market,East,Leaves,Herbal Tea,Mint,52,151,Connecticut,42
40,41548,59,Small Market,East,Leaves,Tea,Darjeeling,53,106,Connecticut,23
24,41548,36,Small Market,East,Leaves,Tea,Green Tea,27,64,Connecticut,18
60,41548,84,Small Market,East,Beans,Espresso,Caffe Mocha,1,153,Connecticut,83
47,41548,64,Small Market,East,Beans,Espresso,Decaf Espresso,31,118,Connecticut,43
125,41548,188,Small Market,East,Beans,Coffee,Colombian,171,334,Connecticut,73
22,41548,29,Major Market,East,Leaves,Herbal Tea,Chamomile,15,54,Florida,19
56,41548,70,Major Market,East,Leaves,Herbal Tea,Lemon,24,134,Florida,54
80,41548,94,Major Market,East,Leaves,Herbal Tea,Mint,71,185,Florida,46
38,41548,56,Major Market,East,Leaves,Tea,Darjeeling,52,100,Florida,21
48,41548,70,Major Market,East,Leaves,Tea,Green Tea,68,126,Florida,24
96,41548,134,Major Market,East,Beans,Espresso,Caffe Mocha,27,245,Florida,116
86,41548,116,Major Market,East,Beans,Espresso,Decaf Espresso,89,215,Florida,56
82,41548,123,Major Market,East,Beans,Coffee,Colombian,95,218,Florida,59
91,41548,127,Major Market,East,Beans,Coffee,Decaf Irish Cream,113,232,Florida,51
54,41548,66,Major Market,East,Leaves,Herbal Tea,Lemon,19,128,Massachusetts,53
27,41548,39,Major Market,East,Leaves,Tea,Darjeeling,30,70,Massachusetts,19
21,41548,32,Major Market,East,Leaves,Tea,Green Tea,22,56,Massachusetts,17
51,41548,65,Major Market,East,Beans,Espresso,Caffe Mocha,-16,124,Massachusetts,76
161,41548,161,Major Market,East,Beans,Espresso,Regular Espresso,137,343,Massachusetts,69
72,41548,402,Major Market,East,Beans,Coffee,Colombian,516,505,Massachusetts,54
34,41548,43,Small Market,East,Leaves,Herbal Tea,Lemon,-4,82,New Hampshire,46
21,41548,31,Small Market,East,Leaves,Tea,Darjeeling,21,55,New Hampshire,17
0,41548,43,Small Market,East,Leaves,Tea,Green Tea,47,46,New Hampshire,11
45,41548,64,Small Market,East,Beans,Espresso,Caffe Mocha,-10,116,New Hampshire,71
25,41548,31,Small Market,East,Beans,Espresso,Regular Espresso,-18,60,New Hampshire,43
49,41548,71,Small Market,East,Beans,Coffee,Amaretto,49,128,New Hampshire,38
45,41548,69,Small Market,East,Beans,Coffee,Colombian,36,121,New Hampshire,45
255,41548,258,Major Market,East,Leaves,Herbal Tea,Lemon,191,547,New York,129
239,41548,-75,Major Market,East,Leaves,Herbal Tea,Mint,-252,175,New York,95
108,41548,157,Major Market,East,Leaves,Tea,Darjeeling,171,282,New York,42
123,41548,179,Major Market,East,Leaves,Tea,Earl Grey,199,322,New York,45
76,41548,111,Major Market,East,Leaves,Tea,Green Tea,116,199,New York,33
125,41548,-56,Major Market,East,Beans,Espresso,Caffe Mocha,-300,74,New York,146
239,41548,526,Major Market,East,Beans,Espresso,Regular Espresso,646,815,New York,91
260,41548,390,Major Market,East,Beans,Coffee,Colombian,367,693,New York,143
103,41548,133,Small Market,South,Leaves,Herbal Tea,Chamomile,129,251,Louisiana,46
79,41548,98,Small Market,South,Leaves,Herbal Tea,Lemon,50,189,Louisiana,64
48,41548,71,Small Market,South,Beans,Coffee,Colombian,70,127,Louisiana,24
48,41548,70,Small Market,South,Beans,Coffee,Decaf Irish Cream,67,126,Louisiana,25
60,41548,84,Small Market,South,Beans,Espresso,Caffe Latte,1,153,Louisiana,83
60,41548,99,Small Market,South,Beans,Espresso,Caffe Mocha,86,169,Louisiana,41
46,41548,67,Small Market,South,Beans,Espresso,Decaf Espresso,45,120,Louisiana,37
21,41548,31,Small Market,South,Leaves,Herbal Tea,Chamomile,21,55,New Mexico,17
31,41548,37,Small Market,South,Leaves,Herbal Tea,Lemon,9,72,New Mexico,31
45,41548,69,Small Market,South,Beans,Coffee,Colombian,34,121,New Mexico,46
86,41548,23,Small Market,South,Beans,Coffee,Decaf Irish Cream,-39,116,New Mexico,49
25,41548,31,Small Market,South,Beans,Espresso,Caffe Latte,-18,60,New Mexico,43
45,41548,64,Small Market,South,Beans,Espresso,Caffe Mocha,-9,116,New Mexico,70
39,41548,53,Small Market,South,Beans,Espresso,Decaf Espresso,21,98,New Mexico,39
56,41548,70,Small Market,South,Leaves,Herbal Tea,Chamomile,24,134,Oklahoma,54
96,41548,134,Small Market,South,Leaves,Herbal Tea,Lemon,25,245,Oklahoma,117
90,41548,115,Small Market,South,Beans,Coffee,Colombian,110,218,Oklahoma,41
27,41548,39,Small Market,South,Beans,Coffee,Decaf Irish Cream,31,70,Oklahoma,18
91,41548,127,Small Market,South,Beans,Espresso,Caffe Latte,113,232,Oklahoma,51
21,41548,32,Small Market,South,Beans,Espresso,Caffe Mocha,22,56,Oklahoma,17
82,41548,123,Small Market,South,Beans,Espresso,Decaf Espresso,96,218,Oklahoma,58
52,41548,71,Major Market,South,Leaves,Herbal Tea,Chamomile,39,131,Texas,45
43,41548,64,Major Market,South,Leaves,Herbal Tea,Lemon,42,114,Texas,36
239,41548,281,Major Market,South,Beans,Coffee,Colombian,275,554,Texas,96
39,41548,51,Major Market,South,Beans,Coffee,Decaf Irish Cream,39,96,Texas,25
72,41548,110,Major Market,South,Beans,Espresso,Caffe Latte,82,194,Texas,55
123,41548,179,Major Market,South,Beans,Espresso,Caffe Mocha,197,322,Texas,46
76,41548,111,Major Market,South,Beans,Espresso,Decaf Espresso,116,199,Texas,33
45,41548,64,Small Market,West,Leaves,Tea,Darjeeling,-9,116,Utah,70
39,41548,53,Small Market,West,Leaves,Tea,Earl Grey,21,98,Utah,39
25,41548,31,Small Market,West,Leaves,Tea,Green Tea,-18,60,Utah,43
49,41548,71,Small Market,West,Leaves,Herbal Tea,Chamomile,49,128,Utah,38
45,41548,69,Small Market,West,Leaves,Herbal Tea,Lemon,34,121,Utah,46
86,41548,23,Small Market,West,Leaves,Herbal Tea,Mint,-40,116,Utah,50
103,41548,133,Small Market,West,Beans,Espresso,Caffe Mocha,129,251,Utah,46
40,41548,59,Small Market,West,Beans,Espresso,Decaf Espresso,55,106,Utah,22
65,41548,77,Small Market,West,Beans,Coffee,Amaretto,53,151,Utah,41
47,41548,64,Small Market,West,Beans,Coffee,Colombian,33,118,Utah,42
79,41548,98,Small Market,West,Beans,Coffee,Decaf Irish Cream,50,189,Utah,64
32,41548,47,Small Market,West,Beans,Espresso,Caffe Latte,42,84,Utah,19
123,41548,179,Major Market,West,Leaves,Tea,Darjeeling,199,322,California,45
76,41548,111,Major Market,West,Leaves,Tea,Earl Grey,117,199,California,32
72,41548,110,Major Market,West,Leaves,Tea,Green Tea,83,194,California,54
108,41548,157,Major Market,West,Leaves,Herbal Tea,Chamomile,171,282,California,42
239,41548,281,Major Market,West,Leaves,Herbal Tea,Lemon,276,554,California,95
39,41548,51,Major Market,West,Leaves,Herbal Tea,Mint,39,96,California,25
125,41548,173,Major Market,West,Beans,Espresso,Caffe Mocha,40,318,California,146
257,41548,341,Major Market,West,Beans,Espresso,Decaf Espresso,334,637,California,116
122,41548,-13,Major Market,West,Beans,Coffee,Amaretto,-110,116,California,61
260,41548,390,Major Market,West,Beans,Coffee,Colombian,367,693,California,143
154,41548,-24,Major Market,West,Beans,Coffee,Decaf Irish Cream,-174,139,California,93
239,41548,239,Major Market,West,Beans,Espresso,Caffe Latte,221,509,California,90
257,41548,341,Small Market,West,Leaves,Tea,Darjeeling,332,637,Nevada,117
239,41548,239,Small Market,West,Leaves,Tea,Earl Grey,221,509,Nevada,90
255,41548,-255,Small Market,West,Leaves,Tea,Green Tea,-539,22,Nevada,129
125,41548,173,Small Market,West,Leaves,Herbal Tea,Chamomile,39,318,Nevada,147
154,41548,213,Small Market,West,Leaves,Herbal Tea,Lemon,178,391,Nevada,93
122,41548,176,Small Market,West,Leaves,Herbal Tea,Mint,169,318,Nevada,62
21,41548,31,Small Market,West,Beans,Espresso,Caffe Mocha,21,55,Nevada,17
23,41548,35,Small Market,West,Beans,Espresso,Decaf Espresso,25,62,Nevada,18
34,41548,43,Small Market,West,Beans,Coffee,Colombian,-3,82,Nevada,45
31,41548,37,Small Market,West,Beans,Coffee,Decaf Irish Cream,10,72,Nevada,30
0,41548,43,Small Market,West,Beans,Espresso,Caffe Latte,47,46,Nevada,11
21,41548,32,Small Market,West,Leaves,Tea,Darjeeling,24,56,Oregon,16
82,41548,123,Small Market,West,Leaves,Tea,Earl Grey,95,218,Oregon,59
91,41548,127,Small Market,West,Leaves,Tea,Green Tea,113,232,Oregon,51
25,41548,36,Small Market,West,Leaves,Herbal Tea,Chamomile,25,65,Oregon,19
90,41548,115,Small Market,West,Leaves,Herbal Tea,Lemon,108,218,Oregon,42
54,41548,66,Small Market,West,Beans,Espresso,Caffe Latte,18,128,Oregon,54
52,41548,71,Small Market,West,Beans,Espresso,Caffe Mocha,40,131,Oregon,44
161,41548,161,Small Market,West,Beans,Espresso,Decaf Espresso,135,343,Oregon,70
51,41548,71,Small Market,West,Beans,Coffee,Amaretto,-7,130,Oregon,76
60,41548,84,Small Market,West,Beans,Coffee,Colombian,31,153,Oregon,63
43,41548,64,Small Market,West,Beans,Coffee,Decaf Irish Cream,43,114,Oregon,35
60,41548,99,Small Market,West,Leaves,Tea,Darjeeling,85,169,Washington,42
46,41548,67,Small Market,West,Leaves,Tea,Earl Grey,46,120,Washington,36
60,41548,84,Small Market,West,Leaves,Tea,Green Tea,0,153,Washington,84
125,41548,188,Small Market,West,Leaves,Herbal Tea,Chamomile,171,334,Washington,73
48,41548,71,Small Market,West,Leaves,Herbal Tea,Lemon,70,127,Washington,24
22,41548,29,Small Market,West,Beans,Espresso,Caffe Latte,15,54,Washington,19
56,41548,70,Small Market,West,Beans,Espresso,Caffe Mocha,24,134,Washington,54
80,41548,94,Small Market,West,Beans,Espresso,Decaf Espresso,71,185,Washington,46
68,41548,99,Small Market,West,Beans,Coffee,Colombian,83,178,Washington,43
96,41548,134,Small Market,West,Beans,Coffee,Decaf Irish Cream,25,245,Washington,117
181,41579,182,Major Market,Central,Leaves,Herbal Tea,Chamomile,159,387,Colorado,75
52,41579,73,Major Market,Central,Leaves,Herbal Tea,Lemon,-6,133,Colorado,77
59,41579,79,Major Market,Central,Leaves,Herbal Tea,Mint,47,147,Colorado,47
55,41579,69,Major Market,Central,Leaves,Tea,Darjeeling,22,132,Colorado,54
57,41579,68,Major Market,Central,Leaves,Tea,Earl Grey,43,133,Colorado,39
88,41579,112,Major Market,Central,Leaves,Tea,Green Tea,104,213,Colorado,42
50,41579,73,Major Market,Central,Beans,Espresso,Caffe Mocha,71,131,Colorado,25
75,41579,114,Major Market,Central,Beans,Espresso,Decaf Espresso,86,201,Colorado,56
118,41579,172,Major Market,Central,Beans,Coffee,Amaretto,190,309,Colorado,44
40,41579,52,Major Market,Central,Beans,Coffee,Colombian,40,98,Colorado,25
81,41579,117,Major Market,Central,Beans,Coffee,Decaf Irish Cream,125,211,Colorado,33
118,41579,172,Major Market,Central,Leaves,Herbal Tea,Chamomile,188,309,Illinois,45
40,41579,52,Major Market,Central,Leaves,Herbal Tea,Lemon,40,98,Illinois,25
81,41579,117,Major Market,Central,Leaves,Herbal Tea,Mint,125,211,Illinois,33
50,41579,73,Major Market,Central,Leaves,Tea,Darjeeling,71,131,Illinois,25
75,41579,114,Major Market,Central,Leaves,Tea,Earl Grey,88,201,Illinois,55
228,41579,304,Major Market,Central,Beans,Espresso,Caffe Mocha,291,567,Illinois,108
211,41579,212,Major Market,Central,Beans,Espresso,Decaf Espresso,191,451,Illinois,83
173,41579,239,Major Market,Central,Beans,Coffee,Colombian,206,439,Illinois,100
113,41579,165,Major Market,Central,Beans,Coffee,Decaf Irish Cream,157,296,Illinois,59
228,41579,304,Small Market,Central,Leaves,Herbal Tea,Chamomile,291,567,Iowa,108
113,41579,165,Small Market,Central,Leaves,Herbal Tea,Lemon,159,296,Iowa,58
211,41579,212,Small Market,Central,Leaves,Tea,Darjeeling,191,451,Iowa,83
245,41579,300,Small Market,Central,Leaves,Tea,Earl Grey,257,581,Iowa,127
22,41579,34,Small Market,Central,Beans,Espresso,Caffe Mocha,24,60,Iowa,18
0,41579,43,Small Market,Central,Beans,Espresso,Decaf Espresso,46,46,Iowa,12
15,41579,24,Small Market,Central,Beans,Coffee,Amaretto,12,42,Iowa,16
29,41579,35,Small Market,Central,Beans,Coffee,Colombian,7,68,Iowa,30
10,41579,13,Small Market,Central,Beans,Coffee,Decaf Irish Cream,-4,25,Iowa,16
44,41579,62,Small Market,Central,Leaves,Herbal Tea,Chamomile,-12,113,Missouri,70
82,41579,40,Small Market,Central,Leaves,Herbal Tea,Lemon,-13,130,Missouri,49
35,41579,47,Small Market,Central,Leaves,Tea,Darjeeling,13,87,Missouri,38
34,41579,42,Small Market,Central,Leaves,Tea,Earl Grey,-4,81,Missouri,45
33,41579,41,Small Market,Central,Leaves,Tea,Green Tea,-6,79,Missouri,45
54,41579,78,Small Market,Central,Beans,Espresso,Caffe Mocha,76,141,Missouri,27
33,41579,48,Small Market,Central,Beans,Espresso,Decaf Espresso,40,86,Missouri,21
82,41579,102,Small Market,Central,Beans,Coffee,Colombian,56,196,Missouri,64
69,41579,81,Small Market,Central,Beans,Coffee,Decaf Irish Cream,56,160,Missouri,43
32,41579,48,Major Market,Central,Leaves,Herbal Tea,Chamomile,43,85,Ohio,19
36,41579,52,Major Market,Central,Leaves,Herbal Tea,Lemon,45,94,Ohio,22
78,41579,119,Major Market,Central,Leaves,Tea,Darjeeling,92,210,Ohio,57
102,41579,143,Major Market,Central,Leaves,Tea,Earl Grey,132,261,Ohio,54
181,41579,182,Major Market,Central,Beans,Espresso,Caffe Mocha,159,387,Ohio,75
55,41579,69,Major Market,Central,Beans,Espresso,Decaf Espresso,24,132,Ohio,53
59,41579,79,Major Market,Central,Beans,Coffee,Amaretto,49,147,Ohio,46
46,41579,68,Major Market,Central,Beans,Coffee,Colombian,47,121,Ohio,36
52,41579,73,Major Market,Central,Beans,Coffee,Decaf Irish Cream,-4,133,Ohio,76
53,41579,88,Small Market,Central,Leaves,Herbal Tea,Chamomile,71,150,Wisconsin,40
31,41579,47,Small Market,Central,Leaves,Herbal Tea,Lemon,40,83,Wisconsin,20
49,41579,71,Small Market,Central,Leaves,Tea,Darjeeling,49,128,Wisconsin,38
61,41579,86,Small Market,Central,Leaves,Tea,Earl Grey,3,157,Wisconsin,84
75,41579,89,Small Market,Central,Beans,Espresso,Caffe Mocha,67,175,Wisconsin,44
22,41579,30,Small Market,Central,Beans,Espresso,Decaf Espresso,16,55,Wisconsin,19
54,41579,67,Small Market,Central,Beans,Coffee,Amaretto,21,129,Wisconsin,53
94,41579,130,Small Market,Central,Beans,Coffee,Colombian,24,239,Wisconsin,114
77,41579,103,Small Market,Central,Beans,Coffee,Decaf Irish Cream,76,192,Wisconsin,52
82,41579,102,Small Market,East,Leaves,Herbal Tea,Lemon,56,196,Connecticut,64
69,41579,81,Small Market,East,Leaves,Herbal Tea,Mint,56,160,Connecticut,43
54,41579,78,Small Market,East,Leaves,Tea,Darjeeling,76,141,Connecticut,27
36,41579,54,Small Market,East,Leaves,Tea,Green Tea,49,96,Connecticut,21
61,41579,86,Small Market,East,Beans,Espresso,Caffe Mocha,3,157,Connecticut,84
53,41579,71,Small Market,East,Beans,Espresso,Decaf Espresso,39,132,Connecticut,45
130,41579,195,Small Market,East,Beans,Coffee,Colombian,181,346,Connecticut,73
22,41579,30,Major Market,East,Leaves,Herbal Tea,Chamomile,16,55,Florida,19
54,41579,67,Major Market,East,Leaves,Herbal Tea,Lemon,19,129,Florida,54
75,41579,89,Major Market,East,Leaves,Herbal Tea,Mint,65,175,Florida,45
28,41579,42,Major Market,East,Leaves,Tea,Darjeeling,34,75,Florida,19
31,41579,47,Major Market,East,Leaves,Tea,Green Tea,42,83,Florida,19
94,41579,130,Major Market,East,Beans,Espresso,Caffe Mocha,22,239,Florida,115
77,41579,103,Major Market,East,Beans,Espresso,Decaf Espresso,76,192,Florida,52
78,41579,119,Major Market,East,Beans,Coffee,Colombian,93,210,Florida,56
102,41579,143,Major Market,East,Beans,Coffee,Decaf Irish Cream,132,261,Florida,54
55,41579,69,Major Market,East,Leaves,Herbal Tea,Lemon,22,132,Massachusetts,54
36,41579,52,Major Market,East,Leaves,Tea,Darjeeling,46,94,Massachusetts,21
32,41579,48,Major Market,East,Leaves,Tea,Green Tea,43,85,Massachusetts,19
52,41579,68,Major Market,East,Beans,Espresso,Caffe Mocha,-12,128,Massachusetts,76
181,41579,182,Major Market,East,Beans,Espresso,Regular Espresso,160,387,Massachusetts,74
75,41579,379,Major Market,East,Beans,Coffee,Colombian,481,484,Massachusetts,55
33,41579,41,Small Market,East,Leaves,Herbal Tea,Lemon,-6,79,New Hampshire,45
15,41579,24,Small Market,East,Leaves,Tea,Darjeeling,12,42,New Hampshire,16
0,41579,43,Small Market,East,Leaves,Tea,Green Tea,47,46,New Hampshire,11
44,41579,62,Small Market,East,Beans,Espresso,Caffe Mocha,-12,113,New Hampshire,70
34,41579,42,Small Market,East,Beans,Espresso,Regular Espresso,-4,81,New Hampshire,45
46,41579,67,Small Market,East,Beans,Coffee,Amaretto,45,120,New Hampshire,37
43,41579,66,Small Market,East,Beans,Coffee,Colombian,30,116,New Hampshire,46
245,41579,331,Major Market,East,Leaves,Herbal Tea,Lemon,303,614,New York,127
225,41579,-65,Major Market,East,Leaves,Herbal Tea,Mint,-232,171,New York,91
81,41579,117,Major Market,East,Leaves,Tea,Darjeeling,125,211,New York,33
118,41579,172,Major Market,East,Leaves,Tea,Earl Grey,188,309,New York,45
50,41579,73,Major Market,East,Leaves,Tea,Green Tea,70,131,New York,26
121,41579,-60,Major Market,East,Beans,Espresso,Caffe Mocha,-300,65,New York,142
211,41579,464,Major Market,East,Beans,Espresso,Regular Espresso,565,719,New York,83
249,41579,374,Major Market,East,Beans,Coffee,Colombian,350,664,New York,138
101,41579,130,Small Market,South,Leaves,Herbal Tea,Chamomile,126,246,Louisiana,45
82,41579,102,Small Market,South,Leaves,Herbal Tea,Lemon,56,196,Louisiana,64
47,41579,68,Small Market,South,Beans,Coffee,Colombian,65,123,Louisiana,24
31,41579,47,Small Market,South,Beans,Coffee,Decaf Irish Cream,42,83,Louisiana,19
