Country Code,City,Location,Coordinates,Pollutant,Source Name,Unit,Value,Last Updated
ME,Nikšić,"Gimnazija ""Stojan Cerović""","42.78137, 18.942683",PM2.5,Montenegro,µg/m³,12.9,2024-03-20T02:30:00+05:30
MK,Hani i Elezit,Hani i Elezit,"42.153961, 21.29601",O3,Kosovo,µg/m³,12.8,2024-03-16T01:30:00+05:30
MK,State Air Quality Monitoring Network,NET-MK005A,"41.98744, 21.652500000000003",O3,EEA Macedonia,µg/m³,76.0,2024-03-11T17:30:00+05:30
MK,State Air Quality Monitoring Network,NET-MK005A,"41.343003, 21.562862",NO,EEA Macedonia,µg/m³,3.875,2024-03-11T17:30:00+05:30
MK,State Air Quality Monitoring Network,NET-MK005A,"41.43913, 22.643159999999998",NO2,EEA Macedonia,µg/m³,11.078,2024-03-11T17:30:00+05:30
MM,Chiang Rai,Maesai Health Office,"20.427325, 99.883842",CO,Air4Thai,ppm,0.8,2024-03-01T14:30:00+05:30
MN,Баянхонгор хот,Баянхонгор,"46.197111111111106, 100.72008333333333",NO2,Tsag-Agaar.gov.mn,µg/m³,27.0,2020-01-08T05:30:00+05:30
MN,Баянхонгор хот,Баянхонгор,"46.197111111111106, 100.72008333333333",SO2,Tsag-Agaar.gov.mn,µg/m³,47.0,2020-01-02T05:30:00+05:30
MN,Улаангом хот,Улаангом,"49.971944444444446, 92.0773611111111",SO2,Tsag-Agaar.gov.mn,µg/m³,11.0,2019-12-31T05:30:00+05:30
MT,Gharb,MT00007,"36.0670700094886, 14.19715309",CO,EEA Malta,µg/m³,225.078,2022-03-01T16:30:00+05:30
MX,GUANAJUATO,Estaci�n Tecnol�gico,"20.545428, -100.80707",PM10,AirNow,µg/m³,37.0,2024-03-08T13:30:00+05:30
MX,AGUASCALIENTES,SUR,"21.84525, -102.291222",NOX,AirNow,ppm,0.015,2024-03-08T13:30:00+05:30
MX,Tijuana,La Mesa,"32.4975, -116.97694444444",NO2,Sinaica Mexico,ppm,0.00416827583,2024-03-08T08:30:00+05:30
MX,GUANAJUATO,Estaci�n Seguridad P,"20.518317, -100.81591",PM10,AirNow,µg/m³,39.0,2024-03-07T14:30:00+05:30
MX,Puebla,Universidad Tecnológica de Puebla,"19.071888888888996, -98.151722222222",NO,Sinaica Mexico,ppm,0.0079596111111111,2024-03-07T04:30:00+05:30
MX,Guadalajara,Miravalle,"20.614444444444, -103.34333333333",PM10,Sinaica Mexico,µg/m³,0.11565,2024-02-20T00:30:00+05:30
MX,Tizayuca,Biblioteca,"19.840583333333, -98.981333333333",O3,Sinaica Mexico,ppm,0.081602476010101,2024-03-07T00:30:00+05:30
MX,Durango,SRNyMA,"24.026777777777998, -104.69297500000002",CO,Sinaica Mexico,ppm,5.8775e-39,2024-03-04T10:30:00+05:30
MX,Tonalá,Loma Dorada,"20.629294722222, -103.26397416667",PM2.5,Sinaica Mexico,µg/m³,62.745,2023-06-28T10:30:00+05:30
MX,Tula de Allende,Universidad Tecnológica de Tula Tepeji,"20.000849833333003, -99.34375999999999",NO2,Sinaica Mexico,ppm,0.0070060722222222,2024-03-03T03:30:00+05:30
MX,Coatzacoalcos,Bomberos y Protección Civil Municipal,"18.140805555556, -94.427416666667",NOX,Sinaica Mexico,ppm,0.0808,2024-03-02T08:30:00+05:30
MX,Coatzacoalcos,Bomberos y Protección Civil Municipal,"18.140805555556, -94.427416666667",NO2,Sinaica Mexico,ppm,0.0289,2024-03-02T08:30:00+05:30
MX,San Nicolás de los Garza,Universidad,"25.729999999999997, -100.30972222222",NO2,Sinaica Mexico,ppm,0.0414,2024-03-02T00:30:00+05:30
MX,Santa Catarina,Santa Catarina,"25.675555555556, -100.46472222221999",NO2,Sinaica Mexico,ppm,0.0501,2024-03-02T00:30:00+05:30
MX,San Pedro Garza García,San Pedro,"25.665277777777995, -100.41277777778",SO2,Sinaica Mexico,ppm,0.01,2024-03-02T00:30:00+05:30
MX,Pesquería,Pesquería,"25.790555555556004, -100.07852777778",NOX,Sinaica Mexico,ppm,0.0231,2024-03-02T00:30:00+05:30
MX,Pesquería,Pesquería,"25.790555555556004, -100.07852777778",O3,Sinaica Mexico,ppm,0.0503,2024-03-02T00:30:00+05:30
MX,Guadalupe,La Pastora,"25.668055555556002, -100.24944444443999",CO,Sinaica Mexico,ppm,2.5,2024-03-02T00:30:00+05:30
MX,Puebla,Agua Santa,"18.987583333332996, -98.250388888889",NOX,Sinaica Mexico,ppm,0.0166113888888889,2024-02-26T01:30:00+05:30
MX,Metepec,Metepec,"19.270194444444, -99.595194444444",NO,Sinaica Mexico,ppm,0.009,2024-02-24T22:30:00+05:30
MX,Zapopan,Las Águilas,"20.631268055556, -103.41643083333",PM10,Sinaica Mexico,µg/m³,6.8979,2024-02-24T10:30:00+05:30
MX,Cuernavaca,Cuernavaca 01,"18.921817777778, -99.234896666667",CO,Sinaica Mexico,ppm,0.386261111111111,2024-02-24T01:30:00+05:30
MX,Cuautla,Palacio Municipal Cuautla,"18.812986944443995, -98.955305833333",O3,Sinaica Mexico,ppm,0.0047147222222222,2024-02-16T19:30:00+05:30
MX,Tulancingo de Bravo,Tulancingo,"20.08525, -98.36663888888901",PM2.5,Sinaica Mexico,µg/m³,6.2312391784456,2021-09-23T05:30:00+05:30
MX,Tehuacán,Tehuacán,"18.469919833332998, -97.39328",O3,Sinaica Mexico,ppm,0.0494023030175103,2024-02-20T23:30:00+05:30
MX,Tehuacán,Tehuacán,"18.469919833332998, -97.39328",SO2,Sinaica Mexico,ppm,0.0014347100671794,2024-02-20T23:30:00+05:30
MX,Irapuato,Sec. Oficial,"20.674836111111002, -101.35582777777998",SO2,Sinaica Mexico,ppm,0.00309,2024-01-13T01:30:00+05:30
MX,Coronango,Velódromo,"19.115858055556, -98.277487222222",NOX,Sinaica Mexico,ppm,0.0134828402777778,2024-02-17T02:30:00+05:30
MX,Puebla,Las Ninfas,"19.041388888889, -98.214222222222",NO2,Sinaica Mexico,ppm,0.0083721835883171,2024-01-16T23:30:00+05:30
MX,León,CICEG - Bomberos,"21.103055555556, -101.63611111111001",CO,Sinaica Mexico,ppm,0.885058,2024-02-09T03:30:00+05:30
MX,León,CICEG - Bomberos,"21.103055555556, -101.63611111111001",O3,Sinaica Mexico,ppm,0.052482717,2024-02-09T03:30:00+05:30
MX,Corregidora,Corregidora,"20.552563888889, -100.44580555556",SO2,Sinaica Mexico,ppm,0.00228,2024-02-03T19:30:00+05:30
MX,Chihuahua,Clínica de Nutrición,"31.655, -106.46638888889",NOX,Sinaica Mexico,ppm,1.7e-05,2024-02-03T10:30:00+05:30
MX,Tepic,Universidad,"21.8875, -105.60472222222002",NO2,Sinaica Mexico,ppm,0.0046,2024-01-16T22:30:00+05:30
MX,Tepic,Universidad,"21.8875, -105.60472222222002",SO2,Sinaica Mexico,ppm,0.0034,2024-01-16T22:30:00+05:30
MX,Salamanca,Nativitas,"20.565, -101.18805555556001",PM10,Sinaica Mexico,µg/m³,150.75,2024-01-16T22:30:00+05:30
MX,JALISCO,Centro,"20.673611, -103.333056",PM10,AirNow,µg/m³,104.0,2024-01-12T21:30:00+05:30
MX,Tlaxcala,Palacio de Gobierno,"19.317583333333, -98.237305555556",NO2,Sinaica Mexico,ppm,0.0114136111111111,2023-11-08T11:30:00+05:30
MX,Miguel Hidalgo,Miguel Hidalgo,"19.404, -99.202722222222",NOX,Sinaica Mexico,ppm,0.052,2023-09-27T20:30:00+05:30
MX,Cuautitlán Izcalli,Cuautitlán,"19.646862222222, -99.21021666666698",NO,Sinaica Mexico,ppm,0.034,2023-09-27T20:30:00+05:30
MX,Coyoacán,Centro de Ciencias de la Atmósfera,"19.326388888889, -99.17611111111101",CO,Sinaica Mexico,ppm,0.6,2023-09-27T20:30:00+05:30
MX,Lomas Lindas,Atizapán,"19.577222222222, -99.254166666667",NO2,Sinaica Mexico,ppm,0.016,2023-09-27T20:30:00+05:30
MX,Iztacalco,Iztacalco,"19.384444444444, -99.11777777777799",NO2,Sinaica Mexico,ppm,0.042,2023-09-27T20:30:00+05:30
MX,Iztapalapa,Santiago Acahualtepec,"19.345609999999997, -99.009380833333",NO,Sinaica Mexico,ppm,0.023,2023-09-27T20:30:00+05:30
MX,Tultitlán,Tultitlán,"19.602777777778, -99.177222222222",PM10,Sinaica Mexico,µg/m³,25.0,2023-09-26T20:30:00+05:30
MX,Gómez Palacio,Parque La Esperanza,"25.571916666666997, -103.49780555556002",CO,Sinaica Mexico,ppm,7.4239,2023-08-30T20:30:00+05:30
MX,MEXICO STATE,Cuautitil�n,"19.7221, -99.1986",PM10,AirNow,µg/m³,4.0,2023-08-30T15:30:00+05:30
MX,MEXICO STATE,Chalco,"19.2669, -98.886",NO2,AirNow,ppm,0.024,2023-08-30T16:30:00+05:30
MX,DISTRITO FEDERAL,Merced,"19.4246, -99.1195",CO,AirNow,ppm,0.4,2023-08-30T16:30:00+05:30
MX,DISTRITO FEDERAL,UAM Iztapalapa,"19.3607, -99.0738",PM2.5,AirNow,µg/m³,27.0,2023-08-20T03:30:00+05:30
MX,MEXICO STATE,Tultitlán,"19.6025, -99.1771",CO,AirNow,ppm,0.7,2023-06-30T17:30:00+05:30
MX,Poza Rica de Hidalgo,USBI UV Poza Rica,"20.508972222222, -97.44698611111099",NO2,Sinaica Mexico,ppm,0.0066,2023-05-10T23:30:00+05:30
NL,Badhoevedorp,Badhoevedorp-Sloterweg,"52.334, 4.77401",PM2.5,Netherlands,µg/m³,12.5,2024-03-20T21:30:00+05:30
NL,Amsterdam,Amsterdam-Oude Schans,"52.3721, 4.9044",NO,Netherlands,µg/m³,1.1,2024-03-20T21:30:00+05:30
NL,Heerlen,Heerlen-Jamboreepad,"50.9003, 5.98685",NO2,Netherlands,µg/m³,-995.0,2024-03-20T21:30:00+05:30
NL,Maassluis,Maassluis-Kwartellaan,"51.932, 4.22802",PM10,Netherlands,µg/m³,27.9,2024-03-20T21:30:00+05:30
NL,Maassluis,Maassluis-Kwartellaan,"51.932, 4.22802",O3,Netherlands,µg/m³,25.8,2024-03-20T21:30:00+05:30
NL,Barsbeek,Barsbeek-De Veenen,"52.6541, 6.01757",O3,Netherlands,µg/m³,68.75,2024-03-20T21:30:00+05:30
NL,Heerlen,Heerlen-Looierstraat,"50.888, 5.9705",PM2.5,Netherlands,µg/m³,1.61558,2024-03-20T21:30:00+05:30
IS,Reykjavík,Reykjavik Husdyragardurinn,"64.138861, -21.873411",NO,Umhverfisstofnun,µg/m³,-0.924345,2024-03-24T14:30:00+05:30
IS,Hafnarfjörður,Hafnarfjörður Norðurhella,"64.04416, -21.98535",NO,Umhverfisstofnun,µg/m³,0.5172,2024-03-24T14:30:00+05:30
IS,Húsavík,PCC suður,"66.054858, -17.34755",PM10,Umhverfisstofnun,µg/m³,0.0,2024-03-20T07:30:00+05:30
IT,Roma,Magna Grecia,"41.883064, 12.508939",PM10,ARPALAZIO,µg/m³,24.0,2024-03-22T05:30:00+05:30
IT,Roma,Colleferro-Oberdan,"41.73084, 13.00435",O3,ARPALAZIO,µg/m³,71.0,2024-03-23T05:30:00+05:30
IT,Roma,Guidonia,"41.995679, 12.726371",SO2,ARPALAZIO,µg/m³,2.0,2024-03-23T05:30:00+05:30
IT,Latina,Gaeta,"41.223074, 13.570481",NO2,ARPALAZIO,µg/m³,28.0,2024-03-23T05:30:00+05:30
IT,Roma,Preneste,"41.886018, 12.541614",NOX,ARPALAZIO,µg/m³,37.0,2024-03-23T05:30:00+05:30
IT,Roma,Civ. Via Morandi,"42.086803, 11.806498",NO2,ARPALAZIO,µg/m³,3.0,2024-03-23T05:30:00+05:30
IT,Roma,Civ. Via Morandi,"42.086803, 11.806498",NO,ARPALAZIO,µg/m³,1.0,2024-03-23T05:30:00+05:30
IT,Civitavecchia,Allumiere - v.Aldo Moro,"42.16097200000001, 11.900021999999998",PM2.5,ARPALAZIO,µg/m³,6.0,2024-03-22T05:30:00+05:30
IT,COMUNE DI BARI,NET.IT218A,"41.1347, 16.84526",O3,EEA Italy,µg/m³,85.53,2024-03-11T16:30:00+05:30
IT,COMUNE DI LECCE,NET.IT229A,"40.35194, 18.17667",NO2,EEA Italy,µg/m³,11.92,2024-03-11T16:30:00+05:30
IT,REGIONE PUGLIA,NET.IT223A,"41.62832999999999, 15.909439999999998",CO,EEA Italy,µg/m³,530.0,2024-03-11T16:30:00+05:30
IT,Rete di Rilevamento della Qualit� dell'Aria della Provincia di Lodi,NET.IT158A,"45.30527800000001, 9.485556",CO,EEA Italy,µg/m³,509.997,2024-03-11T15:30:00+05:30
IT,Rete di Rilevamento della Qualit� dell'Aria della Provincia di Lodi,NET.IT158A,"45.30527800000001, 9.485556",SO2,EEA Italy,µg/m³,0.588717,2024-03-11T15:30:00+05:30
IT,EDISON,NET.IT245A,"38.87049999999999, 16.66921",O3,EEA Italy,µg/m³,91.59998,2024-03-11T15:30:00+05:30
IT,Rete di Rilevamento della Qualit� dell'Aria della Provincia di Pavia,NET.IT100A,"45.040833, 8.915",O3,EEA Italy,µg/m³,35.98611,2024-03-11T15:30:00+05:30
IT,Rete di Rilevamento della Qualit� dell'Aria della Provincia di Lecco,NET.IT107A,"45.69795956, 9.40619194",PM10,EEA Italy,µg/m³,9.7,2024-03-11T04:30:00+05:30
IT,Rete di Rilevamento della Qualit� dell'Aria della Provincia di Milano,NET.IT082A,"45.533888999999995, 9.236389",PM2.5,EEA Italy,µg/m³,6.6,2024-03-11T04:30:00+05:30
IT,Rete di Rilevamento della Qualit� dell'Aria della Provincia di Lecco,NET.IT107A,"45.913056, 9.496944",PM2.5,EEA Italy,µg/m³,0.3,2024-03-11T04:30:00+05:30
IT,RETE REGIONALE QUALIT� ARIA AMBIENTE,NET.IT282A,"43.28499999999998, 13.428610000000003",PM10,EEA Italy,µg/m³,6.6,2022-11-15T04:30:00+05:30
FR,AIR PAYS DE LA LOIRE,NET-FR035A,"47.28318, -1.783164",NO,EEA France,µg/m³,0.5,2024-03-11T11:30:00+05:30
FR,ATMO GRAND EST,NET-FR075A,"48.962223, 4.36",SO2,EEA France,µg/m³,0.3,2019-09-17T13:30:00+05:30
FR,ATMO NOUVELLE-AQUITAINE,NET-FR058A,"46.161632999999995, -1.211229",PM2.5,EEA France,µg/m³,5.5,2024-03-11T13:30:00+05:30
FR,AIR PAYS DE LA LOIRE,NET-FR035A,"47.78773, -0.444044",O3,EEA France,µg/m³,20.1,2024-03-11T13:30:00+05:30
FR,ATMO GRAND EST,NET-FR075A,"48.57280699999999, 7.767833",NO2,EEA France,µg/m³,26.7,2024-03-11T13:30:00+05:30
FR,ATMO HAUTS DE FRANCE,NET-FR074A,"51.019429999999986, 2.25099",SO2,EEA France,µg/m³,0.6,2024-03-11T11:30:00+05:30
FR,ATMO GRAND EST,NET-FR075A,"48.614914, 6.107672000000001",PM10,EEA France,µg/m³,13.2,2024-03-09T19:30:00+05:30
FR,ATMO GRAND EST,NET-FR075A,"48.492992, 7.1298",NO,EEA France,µg/m³,0.8,2024-03-08T20:30:00+05:30
FR,ATMO NOUVELLE-AQUITAINE,NET-FR058A,"43.47972, -1.488056",PM10,EEA France,µg/m³,2.4,2024-03-04T11:30:00+05:30
FR,ATMO NOUVELLE-AQUITAINE,NET-FR058A,"46.58389, 0.345556",O3,EEA France,µg/m³,7.5,2024-03-04T12:30:00+05:30
FR,ATMO HAUTS DE FRANCE,NET-FR074A,"49.9025, 2.3046",PM2.5,EEA France,µg/m³,12.2,2024-03-04T12:30:00+05:30
FR,ATMO BOURGOGNE-FRANCHE-COMTE,NET-FR076A,"46.67130699999999, 5.556806000000001",O3,EEA France,µg/m³,53.2,2024-03-04T12:30:00+05:30
FR,ATMO NOUVELLE-AQUITAINE,NET-FR058A,"45.88999999999999, 0.9",NO2,EEA France,µg/m³,11.9,2024-03-04T12:30:00+05:30
FR,ATMO OCCITANIE,NET-FR068A,"43.630280000000006, 0.179722",NO,EEA France,µg/m³,0.2,2024-03-01T14:30:00+05:30
FR,Bouches-du-Rhône,FR03021,"43.52404453793, 5.44957577219403",NO,EEA France,µg/m³,43.2,2024-01-29T22:30:00+05:30
FR,Morbihan,FR19032,"47.742485358103, -3.3948053239104",PM2.5,EEA France,µg/m³,16.9,2024-01-29T22:30:00+05:30
FR,Bouches-du-Rhône,FR02001,"43.4858630407889, 5.17194245048405",SO2,EEA France,µg/m³,1.6,2020-05-03T14:30:00+05:30
FR,Côte-d'Or,FR26010,"47.3455490718848, 5.00222374385535",NO2,EEA France,µg/m³,3.88,2018-07-06T17:30:00+05:30
FR,Côte-d'Or,FR26010,"47.3455490718848, 5.00222374385535",O3,EEA France,µg/m³,40.6,2024-01-29T22:30:00+05:30
FR,Bouches-du-Rhône,FR03030,"43.453461514164, 5.4671019033872",NO2,EEA France,µg/m³,26.5,2019-12-31T15:30:00+05:30
FR,Gironde,FR31003,"44.849695025703, -0.543888582031301",NO,EEA France,µg/m³,6.8,2024-01-08T17:30:00+05:30
FR,Puy-de-Dôme,FR07034,"45.7757153069085, 3.09625023923328",PM2.5,EEA France,µg/m³,0.9,2023-12-20T17:30:00+05:30
GB,Wrexham,Wrexham,"53.04222, -3.002778",SO2,DEFRA,µg/m³,3.0,2024-03-10T11:30:00+05:30
GB,Plymouth,Plymouth Centre,"50.37167, -4.142361",O3,DEFRA,µg/m³,17.0,2024-03-11T13:30:00+05:30
GB,Leeds,Leeds Centre,"53.80378, -1.546472",O3,DEFRA,µg/m³,58.0,2024-03-11T13:30:00+05:30
GB,Leamington Spa,Leamington Spa,"52.28881, -1.533119",O3,DEFRA,µg/m³,54.0,2024-03-11T13:30:00+05:30
GB,Leamington Spa,Leamington Spa,"52.28881, -1.533119",PM2.5,DEFRA,µg/m³,21.0,2024-03-11T13:30:00+05:30
GB,Auchencorth,Auchencorth Moss,"55.79216, -3.2429",PM10,DEFRA,µg/m³,18.0,2024-03-11T13:30:00+05:30
GB,Chatham,Chatham Roadside,"51.374264000000004, 0.54797",NO2,DEFRA,µg/m³,16.0,2024-03-11T13:30:00+05:30
GB,Glasgow,Glasgow High Street,"55.860936, -4.238214",PM10,DEFRA,µg/m³,24.0,2024-03-11T13:30:00+05:30
GB,Wigan,Wigan Centre,"53.54914, -2.638139",NO2,DEFRA,µg/m³,14.0,2024-03-11T13:30:00+05:30
GB,Barnsley,Barnsley Gawber,"53.56292, -1.5104359999999997",NO2,DEFRA,µg/m³,11.0,2024-03-11T13:30:00+05:30
GB,Glasgow,Glasgow Great Western Road,"55.872038, -4.270936",NO2,DEFRA,µg/m³,12.0,2024-03-11T13:30:00+05:30
GB,Leominster,Leominster,"52.22174, -2.736665",NO2,DEFRA,µg/m³,9.0,2024-03-11T13:30:00+05:30
GB,Windsor and Maidenhead,Windsor and Maidenhead - Frascati Way,"51.520894546995, -0.724024666515",PM10,London Air Quality Network,µg/m³,26.0,2024-03-07T02:30:00+05:30
GB,Southwark,Southwark - Lower Road,"51.4965604167321, -0.053050447253161194",NO2,London Air Quality Network,µg/m³,55.0,2024-03-07T03:30:00+05:30
GB,Brent,Brent - John Keble Primary School,"51.537799, -0.247793",PM2.5,London Air Quality Network,µg/m³,14.0,2024-03-07T03:30:00+05:30
GB,Ealing,Ealing - Hanger Lane Gyratory,"51.53085, -0.292488",NO2,London Air Quality Network,µg/m³,39.7,2024-03-07T03:30:00+05:30
GB,Wandsworth,Wandsworth - Tooting High Street,"51.429331, -0.166524",NO2,London Air Quality Network,µg/m³,40.6,2024-02-23T13:30:00+05:30
GB,Greenwich,Greenwich - John Harrison Way,"51.4937746695818, 0.0107796237032558",PM2.5,London Air Quality Network,µg/m³,12.3,2024-03-06T23:30:00+05:30
GB,Ladybower,Ladybower,"53.40337, -1.752006",O3,DEFRA,µg/m³,54.0,2024-03-04T18:30:00+05:30
GB,Reigate and Banstead,Reigate and Banstead - Poles Lane,"51.142081999999995, -0.19418100000000002",NO2,London Air Quality Network,µg/m³,5.9,2024-02-02T18:30:00+05:30
GB,Hackney,Hackney - Old Street,"51.526454, -0.08491",PM2.5,London Air Quality Network,µg/m³,9.0,2023-01-30T00:30:00+05:30
GB,Dartford,Dartford Roadside 2 - Town Centre,"51.4426702340503, 0.216185856662181",PM10,London Air Quality Network,µg/m³,19.6,2023-01-11T13:30:00+05:30
GR,monitoring network of Central Macedonia Region,NET-GR007A,"40.58891800000001, 23.031689",PM10,EEA Greece,µg/m³,10.0,2024-03-10T13:30:00+05:30
GR,monitoring network of Central Macedonia Region,NET-GR007A,"40.657841999999995, 22.802169",NO,EEA Greece,µg/m³,3.0,2024-03-10T13:30:00+05:30
GR,ΑΤΤΙΚΗ,GR0030A,"37.9432869, 23.64751053",CO,EEA Greece,µg/m³,2000.0,2024-01-27T23:30:00+05:30
GR,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,GR0046A,"40.65784454, 22.80236626",CO,EEA Greece,µg/m³,1000.0,2024-01-04T01:30:00+05:30
GR,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,GR0020A,"40.67354965, 22.89343834",SO2,EEA Greece,µg/m³,11.0,2024-01-29T16:30:00+05:30
HK,New Territories,Tung Chung,"22.2888888888889, 113.943611111111",CO,Hong Kong,µg/m³,574.9,2023-05-31T05:30:00+05:30
HK,New Territories,Sha Tin,"22.3763888888889, 114.184444444444",PM2.5,Hong Kong,µg/m³,36.8,2023-05-31T05:30:00+05:30
HK,New Territories,Tsuen Wan,"22.3716666666667, 114.114444444444",SO2,Hong Kong,µg/m³,9.0,2023-05-31T05:30:00+05:30
HR,Državna mreža za trajno praćenje kvalitete zraka,HR_DOC_TYPE_D_NET_58,"45.32079444444445, 14.483511111111108",PM10,EEA Croatia,µg/m³,8.9,2024-02-16T19:30:00+05:30
HR,Mreža za praćenje kakvoće zraka Grada Velike Gorice,HR_DOC_TYPE_D_NET_42,"45.714847222222225, 16.068288888888894",O3,EEA Croatia,µg/m³,82.1,2024-02-16T19:30:00+05:30
HU,Miskolc Alföldi,Miskolc Alföldi,"48.09042, 20.81201",SO2,hungary-nms,µg/m³,25.8,2024-02-23T14:30:00+05:30
HU,Szentgotthárd,Szentgotthárd,"46.95623, 16.27491",CO,hungary-nms,µg/m³,304.0,2024-03-21T01:30:00+05:30
HU,Salgótarján,Salgótarján,"48.09444, 19.80276",O3,hungary-nms,µg/m³,41.8,2024-03-21T01:30:00+05:30
HU,Miskolc Lavotta,Miskolc Lavotta,"48.05117, 20.79148",PM10,hungary-nms,µg/m³,39.0,2024-03-21T01:30:00+05:30
HU,Mosonmagyaróvár,Mosonmagyaróvár,"47.871158, 17.273464",PM10,hungary-nms,µg/m³,44.0,2024-03-21T01:30:00+05:30
HU,Tatabánya Ságvári u.,Tatabánya Ságvári u.,"47.56324999999999, 18.4087",SO2,hungary-nms,µg/m³,3.9,2024-03-21T01:30:00+05:30
HU,Győr 2 Ifjúság,Győr 2 Ifjúság,"47.67717, 17.65782",PM10,hungary-nms,µg/m³,43.0,2024-03-21T01:30:00+05:30
HU,Hungarian Air Quality Network,NET-HU004A,"47.68527799946561, 17.639444",SO2,EEA Hungary,µg/m³,5.0450213,2024-03-11T17:30:00+05:30
HU,Hungarian Air Quality Network,NET-HU004A,"47.5619439994654, 18.960008",SO2,EEA Hungary,µg/m³,4.132518,2024-03-11T17:30:00+05:30
HU,Hungarian Air Quality Network,NET-HU004A,"47.5619439994654, 18.960008",PM10,EEA Hungary,µg/m³,24.70932,2024-03-11T17:30:00+05:30
HU,Szabolcs-Szatmár-Bereg,HU0028A,"47.9611129794661, 21.70583916",PM10,EEA Hungary,µg/m³,37.0,2024-01-26T17:30:00+05:30
HU,OMSZ LRK Mobil,OMSZ LRK Mobil,"46.64881400000001, 21.263191000000003",CO,hungary-nms,µg/m³,314.0,2023-05-10T23:30:00+05:30
IE,Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting,NET.IE001,"53.353889, -6.278056",NO2,EEA Ireland,µg/m³,31.14,2024-03-11T17:30:00+05:30
IE,Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting,NET.IE001,"52.839721999999995, -6.931666700000001",PM10,EEA Ireland,µg/m³,22.24,2024-03-11T17:30:00+05:30
IE,Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting,NET.IE001,"53.336294999999986, -6.30902",NO2,EEA Ireland,µg/m³,26.89,2024-03-11T16:30:00+05:30
IE,Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting,NET.IE001,"53.629443999999985, -8.194444000000003",PM10,EEA Ireland,µg/m³,0.26,2024-03-05T08:30:00+05:30
IE,Dublin City,IE0127A,"53.313889, -6.249167",O3,EEA Ireland,µg/m³,25.52,2024-01-30T01:30:00+05:30
IT,TRENTINO URBAN AND REGION NETWORK,NET.IT090A,"46.08253, 10.958040000000002",NO2,EEA Italy,µg/m³,1.93,2024-03-11T15:30:00+05:30
IT,Rete di Rilevamento della Qualit� dell'Aria della Provincia di Sondrio,NET.IT114A,"46.470278, 10.3725",O3,EEA Italy,µg/m³,67.026344,2024-03-11T15:30:00+05:30
IT,Rete di Rilevamento della Qualit� dell'Aria della Provincia di Sondrio,NET.IT114A,"46.470278, 10.3725",PM2.5,EEA Italy,µg/m³,8.0,2024-03-11T04:30:00+05:30
IT,RETE REGIONALE QUALIT� ARIA AMBIENTE,NET.IT282A,"43.52694, 13.245",PM2.5,EEA Italy,µg/m³,12.0,2024-03-11T15:30:00+05:30
IT,MONITORING NETWORK OF REGIONE BASILICATA,NET.IT133A,"40.324234, 15.867364000000002",NO2,EEA Italy,µg/m³,3.965,2024-03-11T11:30:00+05:30
IT,RETE REGIONALE QUALITA' DELL'ARIA DELLA TOSCANA,NET.IT279A,"43.3378, 11.325",CO,EEA Italy,µg/m³,400.0,2024-03-11T15:30:00+05:30
IT,PIEMONTE - SISTEMA REGIONALE DI RILEVAMENTO DELLA QUALITA' DELL'ARIA,NET.IT224A,"45.689400000000006, 8.4584",CO,EEA Italy,µg/m³,300.0,2024-03-11T15:30:00+05:30
IT,PIEMONTE - SISTEMA REGIONALE DI RILEVAMENTO DELLA QUALITA' DELL'ARIA,NET.IT224A,"45.689400000000006, 8.4584",PM10,EEA Italy,µg/m³,4.0,2024-03-11T14:30:00+05:30
IT,PIEMONTE - SISTEMA REGIONALE DI RILEVAMENTO DELLA QUALITA' DELL'ARIA,NET.IT224A,"45.00279999999999, 7.8375",NO2,EEA Italy,µg/m³,21.0,2024-03-11T15:30:00+05:30
IT,RETE REGIONALE QUALITA' ARIA DEL VENETO,NET.IT281A,"45.290000000000006, 11.643056",O3,EEA Italy,µg/m³,23.0,2024-03-11T15:30:00+05:30
IT,PROVINCIAL MONITORING NETWORK OF BOLZANO,NET.IT085A,"46.49547, 11.33997",CO,EEA Italy,µg/m³,440.0,2024-03-11T15:30:00+05:30
IT,Rete di Rilevamento della Qualit� dell'Aria della Provincia di Bergamo,NET.IT091A,"45.63305999999999, 9.55639",NO2,EEA Italy,µg/m³,19.795307,2024-03-11T15:30:00+05:30
IT,MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.,NET.IT116A,"40.48700999999999, 15.52825",SO2,EEA Italy,µg/m³,1.22,2024-03-11T15:30:00+05:30
IT,Aosta Valley Air Quality Network,NET.IT119A,"45.73583, 7.32417",O3,EEA Italy,µg/m³,69.25,2024-03-11T15:30:00+05:30
IT,RETE REGIONALE DI RILEVAMENTO DELLA QUALITÀ DELL'ARIA DI ARPA SICILIA,NET.IT250A,"38.205555999999994, 15.310064",NO2,EEA Italy,µg/m³,18.197203,2024-03-11T11:30:00+05:30
